scaffold,coverage,stdev
8063,7.23417,6.36737
8085,2.48182,3.02509
8104,7.85232,4.77258
8131,1.03851,1.35174
8167,4.44171,3.05819
8194,8.73413,5.81295
8212,58.6268,27.6306
8218,7.24029,5.67957
8221,1.53985,1.77971
8245,4.78711,3.03566
8246,5.18267,4.85037
8265,13.2878,9.34833
8279,9.52391,4.98093
8350,0,0
8414,5.88207,6.05398
8415,3.9816,2.15242
8442,0.377565,0.782671
8467,13.9671,4.17444
8479,38.3384,12.2793
8495,7.17469,4.13074
8496,1.49381,1.55182
8539,22.6878,13.5217
8657,28.0783,10.0772
8667,4.63636,1.70497
8675,10.8915,5.53696
8689,13.2976,3.80591
8730,8.89677,5.33629
8755,3.74314,3.35693
8786,10.7588,3.70696
8868,5.20142,2.82853
8896,52.4215,15.3816
8907,2.89687,1.97999
8940,19.4743,16.9116
8952,0,0
8961,6.20944,2.68046
9022,97.5341,31.2358
9029,4.67744,2.0236
9051,4.88769,2.50794
9099,5.01374,2.57312
9127,9.88333,10.3498
9173,12.0269,6.73423
9186,3.62445,1.84403
9203,10.8076,4.44264
9212,21.0773,7.52791
9266,1.39341,1.17412
9267,5.38681,8.804
9272,106.806,76.5563
9305,5.60176,3.8636
9306,5.44967,4.14495
9326,154.748,33.5281
9350,5.52616,2.81881
9406,4.16728,2.69113
9416,19.5511,9.01612
9538,12.3042,4.13371
9554,349.545,210.777
9576,0,0
9577,21.5184,5.63106
9608,0.164414,0.370651
9699,0,0
9706,19.8064,8.29078
9707,14.4743,8.51339
9719,29.0303,17.5966
9761,1.67654,0.74563
9802,4.27951,2.30408
9825,8.00992,3.97099
9910,0,0
9974,14.9692,7.64668
9975,5.76674,2.62345
10021,5.53864,1.92791
10079,10.0535,8.98739
10095,3.13111,1.78496
10139,51.2685,31.8133
10200,3.78281,2.29769
10220,42.2613,17.6816
10221,0,0
10290,0,0
10320,0,0
10338,0,0
10351,11.3916,4.75104
10382,5.1768,2.61083
10428,2.78226,2.92302
10438,309.828,80.9826
10460,1.8881,1.69294
10506,30.8742,13.7501
10699,122.349,59.183
10713,8.52342,3.25949
10725,2.02506,1.97073
10749,0,0
10797,19.9025,6.12875
10879,5.49918,3.56008
10890,7.85224,8.29892
10934,5.56219,2.74723
10949,4.97133,2.85466
10963,67.5992,22.653
10964,2.7877,2.37024
11044,22.5243,9.69002
11089,0,0
11141,1.94942,2.01032
11175,3.44888,2.49615
11208,10.9808,3.37678
11306,6.3124,1.81435
11324,2.9698,1.16684
11380,41.7458,24.8416
11395,5.94356,1.78244
11454,1.24768,1.19113
11498,96.0831,29.3728
11649,26.9222,11.1368
11650,7.47863,4.65896
11728,6.20429,3.25212
11729,5.85837,2.96585
11757,8.76784,4.06813
11789,0,0
11825,7.22021,7.72469
11826,5.03627,2.8015
11851,8.13408,6.04512
11852,5.35554,2.79317
11884,8.07459,6.93293
11936,24.8903,9.39632
11937,15.282,35.3119
11949,3.87021,2.762
11966,7.50305,5.31458
12042,47.7277,12.9172
12196,4.13151,1.96784
12227,0,0
12228,15.8886,7.09404
12352,2.90642,1.47262
12398,0,0
12427,1.5846,1.13196
12486,102.571,33.1084
12502,50.1024,10.9018
12518,10.3939,6.70227
12594,16.0289,5.81972
12610,18.8662,9.70339
12715,18.8874,9.91041
12809,10.6804,4.69335
12894,34.3309,13.0416
12895,12.4775,4.98487
12939,1.03765,1.5592
12981,6.49678,3.22332
13185,6.38941,2.41584
13334,6.13496,1.82263
13335,1.86036,0.792534
13396,11.1006,12.1472
13469,2.10472,1.42265
13504,3.72117,1.45335
13522,7.16272,4.04563
13636,15.9933,9.60866
13714,99.5177,31.3357
13752,5.92536,5.06703
13837,4.77714,2.82712
13959,5.65894,2.55729
14120,20.0068,13.3112
14255,15.9892,6.98983
14354,59.6956,22.1371
14366,5.74951,2.28242
14384,0.446199,0.715308
14405,5.43676,3.46081
14508,0,0
14580,42.5508,21.3866
14608,8.55932,2.47645
14649,6.40959,1.38569
